# Example points file generated with 1000 200 4 45,2,15 1,1.4,2 45,45,45 45
# So, 1000 points, 200 base radius, 4 gaussian noise, bias [45,2,15], scale 
# [1,1.4,2] and a 45 degree rotation around the [45,45,45] axis.

224.742687;-184.676380;104.682513
-257.678810;137.741858;-329.362437
-91.433466;-230.338887;-141.269092
-226.978714;-117.067185;-186.759859
-248.990096;213.209323;-236.359864
-43.837843;208.038778;-181.560218
-17.213024;-243.114659;-145.128537
70.222825;-42.165638;341.833264
-88.393804;-106.488372;-313.989372
-262.856390;193.821731;-242.880288
77.962427;-259.410706;-87.915037
-296.821776;96.824068;-272.969806
78.949287;175.127032;102.992043
-157.682275;232.350678;97.713286
-163.025708;-157.670669;-243.564193
104.641179;-62.631361;333.854861
-46.320892;167.391660;-255.914423
239.696247;-116.621849;184.468850
-222.228593;-58.342201;-302.062889
-153.079962;267.253218;-50.114772
-293.551104;215.814358;-125.766326
125.429352;-18.577909;318.876309
217.040263;-42.294648;148.565401
-196.680864;-47.438075;116.502611
-131.133580;197.852595;162.398225
65.705790;-265.302975;160.792303
-262.703976;177.898568;25.676764
-263.524693;112.194782;-332.451239
-294.868217;183.717236;-94.145897
143.349811;-142.029356;303.767152
159.957670;-136.594199;308.552630
106.135250;-270.746112;2.474313
-213.225789;80.774734;-364.206661
57.118523;-65.362256;336.122826
-291.565439;140.407143;-305.050644
144.809073;-259.487381;26.003311
133.993558;-227.315949;-77.711922
32.188886;88.880134;-221.557201
127.414723;-197.075228;283.771004
191.474695;-23.783868;257.213808
208.263974;-97.539341;239.922002
-155.673188;-25.437031;-359.962137
-302.141870;7.983994;-181.440657
-165.035461;163.146465;-323.435066
-222.392810;148.188612;-326.256046
101.111345;8.346486;335.059210
-250.941778;-57.604711;-256.371976
-166.260521;-169.047147;-18.519633
185.917195;-110.258580;287.202920
51.263441;-103.159220;-248.500363
-287.322746;135.625693;-277.658525
-84.635420;-228.555543;52.837474
-122.048003;153.602512;194.489338
-2.232830;170.100835;-176.595338
122.844314;90.405312;248.000290
114.784831;-126.824448;302.078421
223.870313;-139.309567;168.177771
214.823468;-13.948479;193.642479
8.361062;-115.109115;-275.512279
156.218634;-176.777873;285.220455
-177.954740;-156.799442;-225.378647
-280.197116;125.795160;-311.131603
-245.084282;164.476069;-319.757124
-295.673410;13.094183;-262.732446
184.567213;-215.474967;37.167087
130.028911;-131.255453;-149.016640
172.401500;-132.845803;317.949242
-216.988291;252.863454;-143.508191
-0.490068;-72.853082;-300.207048
-150.008850;-133.806376;121.851345
82.561893;-141.371330;-201.254119
-229.181129;38.359455;-359.220770
162.014703;-123.735436;315.658295
159.728836;40.545310;-33.924667
57.552337;-61.500390;-259.284204
-269.098464;49.257154;-324.279972
-125.082166;215.486606;-252.583760
181.757712;21.976887;-4.905684
-181.288181;157.205713;-329.290756
-59.275636;-240.133530;-112.018982
39.242426;45.468570;325.478370
-213.474525;68.013799;-347.882377
-43.074541;15.681726;299.393580
-281.928094;178.555817;-55.552961
-262.181314;142.718402;-311.391145
-285.681517;18.537635;-40.137633
-301.601374;113.376914;-258.655754
62.816971;-125.206903;310.125096
-249.398408;78.134201;-338.047660
141.334212;-144.268736;303.388807
-250.959620;47.777299;-338.122943
136.408913;-55.330106;316.797922
-225.893725;-103.284095;-243.523469
-162.441010;213.617632;-273.918456
-212.157089;57.965417;-368.623128
-52.035985;-164.977979;-270.302096
67.840258;-236.946686;199.713074
172.285785;-238.390871;139.860402
-105.571450;-215.969780;49.169042
-24.242359;78.500269;-302.225167
13.737217;65.461375;313.288431
-231.893399;72.965185;-350.455196
-320.932169;125.728112;-171.389732
-44.604186;-168.458060;-253.130222
-210.228106;-136.933406;-96.945066
141.689896;-172.822976;262.388694
129.368431;-173.229889;294.523644
-232.895998;152.529181;-307.826995
-265.290713;141.097460;-309.271042
-270.669451;-45.465941;-183.373316
-242.378406;228.768742;-253.546310
70.450618;-224.936314;229.115164
-12.218246;238.407957;36.139604
128.854978;122.903147;128.382540
127.957433;127.450806;25.603656
-189.965996;10.763514;-359.025860
-256.371450;86.167210;-330.573560
-195.915608;-156.680148;-202.968859
197.502497;-44.404005;239.615010
30.506048;-271.957628;-38.019428
-210.660864;156.240124;106.240268
-147.361738;-15.829864;-350.850595
-74.096678;186.333364;206.407894
-154.198151;210.840038;-272.954881
-37.824076;234.265596;98.332417
-102.557639;-213.576568;-175.083784
193.372690;-104.941624;262.861187
107.654860;-219.669353;243.209634
-172.926864;70.134425;-370.263626
167.578920;-113.338278;297.330115
-268.140779;136.407298;-304.587900
122.566711;117.773155;26.518310
14.107305;172.211105;-146.860594
136.580847;-136.053618;320.000933
-136.872654;232.006946;-224.971004
-243.544709;150.637063;-298.734631
-179.121456;-2.213096;-371.605564
-223.928137;90.254940;-360.215516
203.411436;-141.688169;242.398619
-34.798132;-257.782458;-4.293240
135.879459;109.400274;195.951623
-114.500340;10.241678;-363.702034
-154.338446;-176.561266;-218.271904
107.084674;-61.585150;320.134034
72.276046;184.232090;86.066566
-304.598514;109.564653;-70.962027
-132.266705;-126.044516;-302.180256
-9.239770;-165.902685;238.635435
-122.186859;-40.629080;-362.851260
-319.104065;122.551375;-147.030726
-226.171142;112.514301;-356.710134
-297.475673;71.279512;-257.090039
150.071721;-140.369591;-97.392220
170.800402;-233.570326;177.009949
-265.254518;164.918207;-300.429940
56.278830;-267.139699;114.857932
96.106695;-43.349167;344.122200
182.004784;-209.757205;25.552357
148.682764;-95.779497;324.039715
-51.915854;192.096195;-228.224086
-270.355134;72.443348;-340.915848
-240.325900;-56.517811;2.901824
-296.061033;130.816812;-49.568415
199.237039;-133.939458;279.843601
228.742045;-144.686693;198.375692
-187.727467;263.773489;-182.159593
177.744462;-46.051976;279.765834
121.111804;-140.197092;327.089223
-236.970089;151.809480;92.291231
154.385012;-92.919370;311.805562
-38.668594;-170.823675;234.944923
-107.397580;130.620764;234.849723
-179.077384;258.942005;-7.129909
163.022081;-68.950485;322.968829
-174.023887;258.172238;-3.761843
174.823730;-28.143132;-41.308280
129.402464;-151.785575;319.780953
82.063278;179.035893;112.037721
-273.640453;34.625043;16.427639
-133.695900;-196.534522;-162.528370
-219.226699;149.388194;-333.762577
155.738590;-121.267914;309.229395
-61.823260;62.644838;-331.645680
114.856491;125.541264;193.262207
-296.582655;140.006740;-287.385037
-3.703101;-119.489217;-287.223825
110.981081;-65.907213;334.144338
-8.652745;228.055472;105.079456
92.909406;-265.551328;153.413297
-48.772659;251.328782;-87.684292
127.073102;-119.692181;330.436580
171.346335;-159.458464;293.128165
131.900899;-236.038159;197.872845
-244.138100;122.322960;-341.823044
147.356963;-69.982692;-133.976220
-237.365461;215.099753;-281.733970
-158.065418;-53.174444;-334.624560
-200.729637;114.196977;162.929452
-280.139201;126.458578;-283.309988
-84.573419;-179.383831;-263.945991
-75.706181;261.747701;-46.298429
-249.984951;132.757052;-326.033394
-47.082516;-87.987225;290.307913
-250.625146;47.516200;84.881064
223.748859;-59.441936;91.396136
-47.135159;3.446693;306.368329
103.343879;-200.950885;-125.687998
3.922356;-113.464791;295.154055
194.953822;-151.468521;220.673661
-305.208803;99.227801;-57.771128
214.990435;-30.814506;120.976904
127.535836;76.341292;-75.951074
-250.791044;212.246812;-264.738803
144.346408;-255.719034;160.617987
127.832734;-2.283795;335.523193
-256.312637;186.795162;-302.633457
-0.416716;83.634656;299.470453
85.114841;165.215468;7.863511
-259.377864;-22.375321;-325.704394
-107.879718;-170.532265;-264.957646
-257.442238;247.484342;-133.991810
-267.851816;-42.821774;-159.734754
-160.521251;-130.944190;89.119176
-239.384042;-97.250554;-114.746932
129.514074;9.359108;316.823582
-129.800813;95.982359;-343.363565
89.763218;59.328142;319.353470
9.524172;88.429406;307.065630
-129.384557;122.844175;-345.641160
-295.062684;141.223255;-246.732650
150.862869;-238.067668;185.900582
141.203604;-76.275491;318.511765
-286.888053;196.626113;-123.977258
163.857711;-238.815625;101.153542
63.129756;132.994410;243.924938
122.517134;-264.293120;21.466552
-205.353762;219.679082;-284.953583
-236.323002;256.493592;-77.669043
27.301682;-131.861397;-236.758008
201.229418;4.512436;97.381569
-172.543271;249.096893;-215.642178
-271.799645;214.321423;-246.123606
-216.110129;266.016252;-151.445054
-292.315666;37.435446;-253.496873
111.928943;-229.109915;225.775688
-267.451368;-15.554726;-12.832767
-303.073428;169.329291;-187.385174
213.005758;-86.045159;212.791898
-236.520440;182.833504;67.706907
1.053392;-221.812126;197.370518
-36.255446;-215.630217;-172.383367
-205.397830;189.128080;-330.600915
-220.920799;53.500846;-354.969649
-186.289571;0.606318;-358.096472
-33.993720;-153.584887;-266.111965
-315.434878;146.543348;-208.711808
82.485353;-23.301956;338.176853
-250.732027;143.610186;60.877061
157.282580;-151.902179;296.215095
149.471525;-129.530919;318.856200
210.705883;-128.164366;29.863616
85.238887;-34.839202;350.850325
-201.789708;-63.772566;-331.416591
159.388549;-254.597531;-1.021431
-197.509695;215.190349;71.050610
-272.046996;185.138837;-267.597883
-171.830462;254.073159;32.107441
